page_path,page_name,meta_description,page_title,hero_h1,hero_description,hero_location,featured_title,listing_sub,listing_title,listing_small_message
/,index,This is Nicolas Mendes portfolio. This page shows the main projects that Nick worked on.,Nice to see you here! I'm Nicolas Mendes,Hi there<br />I'm Nick<br />Designer.,"I’m a naturally curious product designer with an appetite for coding, motion design, AI tools and tasty food. I make HubSpot Awesome!","Curitiba, BR",I design experiences around finding<br/>and using HubSpot.,Professional Projects,Check some<br/>of my best<br/>projects.,And I have designed and developed more than 15 CMS themes... Contact me and I can show more!
